r,rr,l,f,y,Trade
"REGION1","REGION1","SEA1D","COMELCB02",2032,0
"REGION1","REGION1","SEA1D","COMELCB02",2033,0
"REGION1","REGION1","SEA1D","COMELCB02",2034,0
"REGION1","REGION1","SEA1D","COMELCB02",2035,0
"REGION1","REGION1","SEA1D","COMELCB02",2036,0
"REGION1","REGION1","SEA1D","COMELCB02",2037,0
"REGION1","REGION1","SEA1D","COMELCB02",2038,0
"REGION1","REGION1","SEA1D","COMELCB02",2039,0
"REGION1","REGION1","SEA1D","COMELCB02",2040,0
"REGION1","REGION1","SEA1D","COMELCB02",2041,0
"REGION1","REGION1","SEA1D","COMELCB02",2042,0
"REGION1","REGION1","SEA1D","COMELCB02",2043,0
"REGION1","REGION1","SEA1D","COMELCB02",2044,0
"REGION1","REGION1","SEA1D","COMELCB02",2045,0
"REGION1","REGION1","SEA1D","COMELCB02",2046,0
"REGION1","REGION1","SEA1D","COMELCB02",2047,0
"REGION1","REGION1","SEA1D","COMELCB02",2048,0
"REGION1","REGION1","SEA1D","COMELCB02",2049,0
"REGION1","REGION1","SEA1D","COMELCB02",2050,0
"REGION1","REGION1","SEA1D","AGRDSL",2020,0
"REGION1","REGION1","SEA1D","AGRDSL",2021,0
"REGION1","REGION1","SEA1D","AGRDSL",2022,0
"REGION1","REGION1","SEA1D","AGRDSL",2023,0
"REGION1","REGION1","SEA1D","AGRDSL",2024,0
"REGION1","REGION1","SEA1D","AGRDSL",2025,0
"REGION1","REGION1","SEA1D","AGRDSL",2026,0
"REGION1","REGION1","SEA1D","AGRDSL",2027,0
"REGION1","REGION1","SEA1D","AGRDSL",2028,0
"REGION1","REGION1","SEA1D","AGRDSL",2029,0
"REGION1","REGION1","SEA1D","AGRDSL",2030,0
"REGION1","REGION1","SEA1D","AGRDSL",2031,0
"REGION1","REGION1","SEA1D","AGRDSL",2032,0
"REGION1","REGION1","SEA1D","AGRDSL",2033,0
"REGION1","REGION1","SEA1D","AGRDSL",2034,0
"REGION1","REGION1","SEA1D","AGRDSL",2035,0
"REGION1","REGION1","SEA1D","AGRDSL",2036,0
"REGION1","REGION1","SEA1D","AGRDSL",2037,0
"REGION1","REGION1","SEA1D","AGRDSL",2038,0
"REGION1","REGION1","SEA1D","AGRDSL",2039,0
"REGION1","REGION1","SEA1D","AGRDSL",2040,0
"REGION1","REGION1","SEA1D","AGRDSL",2041,0
"REGION1","REGION1","SEA1D","AGRDSL",2042,0
"REGION1","REGION1","SEA1D","AGRDSL",2043,0
"REGION1","REGION1","SEA1D","AGRDSL",2044,0
"REGION1","REGION1","SEA1D","AGRDSL",2045,0
"REGION1","REGION1","SEA1D","AGRDSL",2046,0
"REGION1","REGION1","SEA1D","AGRDSL",2047,0
"REGION1","REGION1","SEA1D","AGRDSL",2048,0
"REGION1","REGION1","SEA1D","AGRDSL",2049,0
"REGION1","REGION1","SEA1D","AGRDSL",2050,0
"REGION1","REGION1","SEA1D","AGRNGS",2020,0
"REGION1","REGION1","SEA1D","AGRNGS",2021,0
"REGION1","REGION1","SEA1D","AGRNGS",2022,0
"REGION1","REGION1","SEA1D","AGRNGS",2023,0
"REGION1","REGION1","SEA1D","AGRNGS",2024,0
"REGION1","REGION1","SEA1D","AGRNGS",2025,0
"REGION1","REGION1","SEA1D","AGRNGS",2026,0
"REGION1","REGION1","SEA1D","AGRNGS",2027,0
"REGION1","REGION1","SEA1D","AGRNGS",2028,0
"REGION1","REGION1","SEA1D","AGRNGS",2029,0
"REGION1","REGION1","SEA1D","AGRNGS",2030,0
"REGION1","REGION1","SEA1D","AGRNGS",2031,0
"REGION1","REGION1","SEA1D","AGRNGS",2032,0
"REGION1","REGION1","SEA1D","AGRNGS",2033,0
"REGION1","REGION1","SEA1D","AGRNGS",2034,0
"REGION1","REGION1","SEA1D","AGRNGS",2035,0
"REGION1","REGION1","SEA1D","AGRNGS",2036,0
"REGION1","REGION1","SEA1D","AGRNGS",2037,0
"REGION1","REGION1","SEA1D","AGRNGS",2038,0
"REGION1","REGION1","SEA1D","AGRNGS",2039,0
"REGION1","REGION1","SEA1D","AGRNGS",2040,0
"REGION1","REGION1","SEA1D","AGRNGS",2041,0
"REGION1","REGION1","SEA1D","AGRNGS",2042,0
"REGION1","REGION1","SEA1D","AGRNGS",2043,0
"REGION1","REGION1","SEA1D","AGRNGS",2044,0
"REGION1","REGION1","SEA1D","AGRNGS",2045,0
"REGION1","REGION1","SEA1D","AGRNGS",2046,0
"REGION1","REGION1","SEA1D","AGRNGS",2047,0
"REGION1","REGION1","SEA1D","AGRNGS",2048,0
"REGION1","REGION1","SEA1D","AGRNGS",2049,0
"REGION1","REGION1","SEA1D","AGRNGS",2050,0
"REGION1","REGION1","SEA1D","AGRELCB02",2020,0
"REGION1","REGION1","SEA1D","AGRELCB02",2021,0
"REGION1","REGION1","SEA1D","AGRELCB02",2022,0
"REGION1","REGION1","SEA1D","AGRELCB02",2023,0
"REGION1","REGION1","SEA1D","AGRELCB02",2024,0
"REGION1","REGION1","SEA1D","AGRELCB02",2025,0
"REGION1","REGION1","SEA1D","AGRELCB02",2026,0
"REGION1","REGION1","SEA1D","AGRELCB02",2027,0
"REGION1","REGION1","SEA1D","AGRELCB02",2028,0
"REGION1","REGION1","SEA1D","AGRELCB02",2029,0
"REGION1","REGION1","SEA1D","AGRELCB02",2030,0
"REGION1","REGION1","SEA1D","AGRELCB02",2031,0
"REGION1","REGION1","SEA1D","AGRELCB02",2032,0
"REGION1","REGION1","SEA1D","AGRELCB02",2033,0
"REGION1","REGION1","SEA1D","AGRELCB02",2034,0
"REGION1","REGION1","SEA1D","AGRELCB02",2035,0
"REGION1","REGION1","SEA1D","AGRELCB02",2036,0
"REGION1","REGION1","SEA1D","AGRELCB02",2037,0
"REGION1","REGION1","SEA1D","AGRELCB02",2038,0
"REGION1","REGION1","SEA1D","AGRELCB02",2039,0
"REGION1","REGION1","SEA1D","AGRELCB02",2040,0
"REGION1","REGION1","SEA1D","AGRELCB02",2041,0
"REGION1","REGION1","SEA1D","AGRELCB02",2042,0
"REGION1","REGION1","SEA1D","AGRELCB02",2043,0
"REGION1","REGION1","SEA1D","AGRELCB02",2044,0
"REGION1","REGION1","SEA1D","AGRELCB02",2045,0
"REGION1","REGION1","SEA1D","AGRELCB02",2046,0
"REGION1","REGION1","SEA1D","AGRELCB02",2047,0
"REGION1","REGION1","SEA1D","AGRELCB02",2048,0
"REGION1","REGION1","SEA1D","AGRELCB02",2049,0
"REGION1","REGION1","SEA1D","AGRELCB02",2050,0
"REGION1","REGION1","SEA1D","TRAGSL",2020,0
"REGION1","REGION1","SEA1D","TRAGSL",2021,0
"REGION1","REGION1","SEA1D","TRAGSL",2022,0
"REGION1","REGION1","SEA1D","TRAGSL",2023,0
"REGION1","REGION1","SEA1D","TRAGSL",2024,0
"REGION1","REGION1","SEA1D","TRAGSL",2025,0
"REGION1","REGION1","SEA1D","TRAGSL",2026,0
"REGION1","REGION1","SEA1D","TRAGSL",2027,0
"REGION1","REGION1","SEA1D","TRAGSL",2028,0
"REGION1","REGION1","SEA1D","TRAGSL",2029,0
"REGION1","REGION1","SEA1D","TRAGSL",2030,0
"REGION1","REGION1","SEA1D","TRAGSL",2031,0
"REGION1","REGION1","SEA1D","TRAGSL",2032,0
"REGION1","REGION1","SEA1D","TRAGSL",2033,0
"REGION1","REGION1","SEA1D","TRAGSL",2034,0
"REGION1","REGION1","SEA1D","TRAGSL",2035,0
"REGION1","REGION1","SEA1D","TRAGSL",2036,0
"REGION1","REGION1","SEA1D","TRAGSL",2037,0
"REGION1","REGION1","SEA1D","TRAGSL",2038,0
"REGION1","REGION1","SEA1D","TRAGSL",2039,0
"REGION1","REGION1","SEA1D","TRAGSL",2040,0
"REGION1","REGION1","SEA1D","TRAGSL",2041,0
"REGION1","REGION1","SEA1D","TRAGSL",2042,0
"REGION1","REGION1","SEA1D","TRAGSL",2043,0
"REGION1","REGION1","SEA1D","TRAGSL",2044,0
"REGION1","REGION1","SEA1D","TRAGSL",2045,0
"REGION1","REGION1","SEA1D","TRAGSL",2046,0
"REGION1","REGION1","SEA1D","TRAGSL",2047,0
"REGION1","REGION1","SEA1D","TRAGSL",2048,0
"REGION1","REGION1","SEA1D","TRAGSL",2049,0
"REGION1","REGION1","SEA1D","TRAGSL",2050,0
"REGION1","REGION1","SEA1D","GSL",2020,0
"REGION1","REGION1","SEA1D","GSL",2021,0
"REGION1","REGION1","SEA1D","GSL",2022,0
"REGION1","REGION1","SEA1D","GSL",2023,0
"REGION1","REGION1","SEA1D","GSL",2024,0
"REGION1","REGION1","SEA1D","GSL",2025,0
"REGION1","REGION1","SEA1D","GSL",2026,0
"REGION1","REGION1","SEA1D","GSL",2027,0
"REGION1","REGION1","SEA1D","GSL",2028,0
"REGION1","REGION1","SEA1D","GSL",2029,0
"REGION1","REGION1","SEA1D","GSL",2030,0
"REGION1","REGION1","SEA1D","GSL",2031,0
"REGION1","REGION1","SEA1D","GSL",2032,0
"REGION1","REGION1","SEA1D","GSL",2033,0
"REGION1","REGION1","SEA1D","GSL",2034,0
"REGION1","REGION1","SEA1D","GSL",2035,0
"REGION1","REGION1","SEA1D","GSL",2036,0
"REGION1","REGION1","SEA1D","GSL",2037,0
"REGION1","REGION1","SEA1D","GSL",2038,0
"REGION1","REGION1","SEA1D","GSL",2039,0
"REGION1","REGION1","SEA1D","GSL",2040,0
"REGION1","REGION1","SEA1D","GSL",2041,0
"REGION1","REGION1","SEA1D","GSL",2042,0
"REGION1","REGION1","SEA1D","GSL",2043,0
"REGION1","REGION1","SEA1D","GSL",2044,0
"REGION1","REGION1","SEA1D","GSL",2045,0
"REGION1","REGION1","SEA1D","GSL",2046,0
"REGION1","REGION1","SEA1D","GSL",2047,0
"REGION1","REGION1","SEA1D","GSL",2048,0
"REGION1","REGION1","SEA1D","GSL",2049,0
"REGION1","REGION1","SEA1D","GSL",2050,0
"REGION1","REGION1","SEA1D","TRADSL",2020,0
"REGION1","REGION1","SEA1D","TRADSL",2021,0
"REGION1","REGION1","SEA1D","TRADSL",2022,0
"REGION1","REGION1","SEA1D","TRADSL",2023,0
"REGION1","REGION1","SEA1D","TRADSL",2024,0
"REGION1","REGION1","SEA1D","TRADSL",2025,0
"REGION1","REGION1","SEA1D","TRADSL",2026,0
"REGION1","REGION1","SEA1D","TRADSL",2027,0
"REGION1","REGION1","SEA1D","TRADSL",2028,0
"REGION1","REGION1","SEA1D","TRADSL",2029,0
"REGION1","REGION1","SEA1D","TRADSL",2030,0
"REGION1","REGION1","SEA1D","TRADSL",2031,0
"REGION1","REGION1","SEA1D","TRADSL",2032,0
"REGION1","REGION1","SEA1D","TRADSL",2033,0
"REGION1","REGION1","SEA1D","TRADSL",2034,0
"REGION1","REGION1","SEA1D","TRADSL",2035,0
"REGION1","REGION1","SEA1D","TRADSL",2036,0
"REGION1","REGION1","SEA1D","TRADSL",2037,0
"REGION1","REGION1","SEA1D","TRADSL",2038,0
"REGION1","REGION1","SEA1D","TRADSL",2039,0
"REGION1","REGION1","SEA1D","TRADSL",2040,0
"REGION1","REGION1","SEA1D","TRADSL",2041,0
"REGION1","REGION1","SEA1D","TRADSL",2042,0
"REGION1","REGION1","SEA1D","TRADSL",2043,0
"REGION1","REGION1","SEA1D","TRADSL",2044,0
"REGION1","REGION1","SEA1D","TRADSL",2045,0
"REGION1","REGION1","SEA1D","TRADSL",2046,0
"REGION1","REGION1","SEA1D","TRADSL",2047,0
"REGION1","REGION1","SEA1D","TRADSL",2048,0
"REGION1","REGION1","SEA1D","TRADSL",2049,0
"REGION1","REGION1","SEA1D","TRADSL",2050,0
"REGION1","REGION1","SEA1D","TRAHFO",2020,0
"REGION1","REGION1","SEA1D","TRAHFO",2021,0
"REGION1","REGION1","SEA1D","TRAHFO",2022,0
"REGION1","REGION1","SEA1D","TRAHFO",2023,0
"REGION1","REGION1","SEA1D","TRAHFO",2024,0
"REGION1","REGION1","SEA1D","TRAHFO",2025,0
"REGION1","REGION1","SEA1D","TRAHFO",2026,0
"REGION1","REGION1","SEA1D","TRAHFO",2027,0
"REGION1","REGION1","SEA1D","TRAHFO",2028,0
"REGION1","REGION1","SEA1D","TRAHFO",2029,0
"REGION1","REGION1","SEA1D","TRAHFO",2030,0
"REGION1","REGION1","SEA1D","TRAHFO",2031,0
"REGION1","REGION1","SEA1D","TRAHFO",2032,0
"REGION1","REGION1","SEA1D","TRAHFO",2033,0
"REGION1","REGION1","SEA1D","TRAHFO",2034,0
"REGION1","REGION1","SEA1D","TRAHFO",2035,0
"REGION1","REGION1","SEA1D","TRAHFO",2036,0
"REGION1","REGION1","SEA1D","TRAHFO",2037,0
"REGION1","REGION1","SEA1D","TRAHFO",2038,0
"REGION1","REGION1","SEA1D","TRAHFO",2039,0
"REGION1","REGION1","SEA1D","TRAHFO",2040,0
"REGION1","REGION1","SEA1D","TRAHFO",2041,0
"REGION1","REGION1","SEA1D","TRAHFO",2042,0
"REGION1","REGION1","SEA1D","TRAHFO",2043,0
"REGION1","REGION1","SEA1D","TRAHFO",2044,0
"REGION1","REGION1","SEA1D","TRAHFO",2045,0
"REGION1","REGION1","SEA1D","TRAHFO",2046,0
"REGION1","REGION1","SEA1D","TRAHFO",2047,0
"REGION1","REGION1","SEA1D","TRAHFO",2048,0
"REGION1","REGION1","SEA1D","TRAHFO",2049,0
"REGION1","REGION1","SEA1D","TRAHFO",2050,0
"REGION1","REGION1","SEA1D","HFO",2020,0
"REGION1","REGION1","SEA1D","HFO",2021,0
"REGION1","REGION1","SEA1D","HFO",2022,0
"REGION1","REGION1","SEA1D","HFO",2023,0
"REGION1","REGION1","SEA1D","HFO",2024,0
"REGION1","REGION1","SEA1D","HFO",2025,0
"REGION1","REGION1","SEA1D","HFO",2026,0
"REGION1","REGION1","SEA1D","HFO",2027,0
"REGION1","REGION1","SEA1D","HFO",2028,0
"REGION1","REGION1","SEA1D","HFO",2029,0
"REGION1","REGION1","SEA1D","HFO",2030,0
"REGION1","REGION1","SEA1D","HFO",2031,0
"REGION1","REGION1","SEA1D","HFO",2032,0
"REGION1","REGION1","SEA1D","HFO",2033,0
"REGION1","REGION1","SEA1D","HFO",2034,0
"REGION1","REGION1","SEA1D","HFO",2035,0
"REGION1","REGION1","SEA1D","HFO",2036,0
"REGION1","REGION1","SEA1D","HFO",2037,0
"REGION1","REGION1","SEA1D","HFO",2038,0
"REGION1","REGION1","SEA1D","HFO",2039,0
"REGION1","REGION1","SEA1D","HFO",2040,0
"REGION1","REGION1","SEA1D","HFO",2041,0
"REGION1","REGION1","SEA1D","HFO",2042,0
"REGION1","REGION1","SEA1D","HFO",2043,0
"REGION1","REGION1","SEA1D","HFO",2044,0
"REGION1","REGION1","SEA1D","HFO",2045,0
"REGION1","REGION1","SEA1D","HFO",2046,0
"REGION1","REGION1","SEA1D","HFO",2047,0
"REGION1","REGION1","SEA1D","HFO",2048,0
"REGION1","REGION1","SEA1D","HFO",2049,0
"REGION1","REGION1","SEA1D","HFO",2050,0
"REGION1","REGION1","SEA1D","TRAJFL",2020,0
"REGION1","REGION1","SEA1D","TRAJFL",2021,0
"REGION1","REGION1","SEA1D","TRAJFL",2022,0
"REGION1","REGION1","SEA1D","TRAJFL",2023,0
"REGION1","REGION1","SEA1D","TRAJFL",2024,0
"REGION1","REGION1","SEA1D","TRAJFL",2025,0
"REGION1","REGION1","SEA1D","TRAJFL",2026,0
"REGION1","REGION1","SEA1D","TRAJFL",2027,0
"REGION1","REGION1","SEA1D","TRAJFL",2028,0
"REGION1","REGION1","SEA1D","TRAJFL",2029,0
"REGION1","REGION1","SEA1D","TRAJFL",2030,0
"REGION1","REGION1","SEA1D","TRAJFL",2031,0
"REGION1","REGION1","SEA1D","TRAJFL",2032,0
"REGION1","REGION1","SEA1D","TRAJFL",2033,0
"REGION1","REGION1","SEA1D","TRAJFL",2034,0
"REGION1","REGION1","SEA1D","TRAJFL",2035,0
"REGION1","REGION1","SEA1D","TRAJFL",2036,0
"REGION1","REGION1","SEA1D","TRAJFL",2037,0
"REGION1","REGION1","SEA1D","TRAJFL",2038,0
"REGION1","REGION1","SEA1D","TRAJFL",2039,0
"REGION1","REGION1","SEA1D","TRAJFL",2040,0
"REGION1","REGION1","SEA1D","TRAJFL",2041,0
"REGION1","REGION1","SEA1D","TRAJFL",2042,0
"REGION1","REGION1","SEA1D","TRAJFL",2043,0
"REGION1","REGION1","SEA1D","TRAJFL",2044,0
"REGION1","REGION1","SEA1D","TRAJFL",2045,0
"REGION1","REGION1","SEA1D","TRAJFL",2046,0
"REGION1","REGION1","SEA1D","TRAJFL",2047,0
"REGION1","REGION1","SEA1D","TRAJFL",2048,0
"REGION1","REGION1","SEA1D","TRAJFL",2049,0
"REGION1","REGION1","SEA1D","TRAJFL",2050,0
"REGION1","REGION1","SEA1D","JFL",2020,0
"REGION1","REGION1","SEA1D","JFL",2021,0
"REGION1","REGION1","SEA1D","JFL",2022,0
"REGION1","REGION1","SEA1D","JFL",2023,0
"REGION1","REGION1","SEA1D","JFL",2024,0
"REGION1","REGION1","SEA1D","JFL",2025,0
"REGION1","REGION1","SEA1D","JFL",2026,0
"REGION1","REGION1","SEA1D","JFL",2027,0
"REGION1","REGION1","SEA1D","JFL",2028,0
"REGION1","REGION1","SEA1D","JFL",2029,0
"REGION1","REGION1","SEA1D","JFL",2030,0
"REGION1","REGION1","SEA1D","JFL",2031,0
"REGION1","REGION1","SEA1D","JFL",2032,0
"REGION1","REGION1","SEA1D","JFL",2033,0
"REGION1","REGION1","SEA1D","JFL",2034,0
"REGION1","REGION1","SEA1D","JFL",2035,0
"REGION1","REGION1","SEA1D","JFL",2036,0
"REGION1","REGION1","SEA1D","JFL",2037,0
"REGION1","REGION1","SEA1D","JFL",2038,0
"REGION1","REGION1","SEA1D","JFL",2039,0
"REGION1","REGION1","SEA1D","JFL",2040,0
"REGION1","REGION1","SEA1D","JFL",2041,0
"REGION1","REGION1","SEA1D","JFL",2042,0
"REGION1","REGION1","SEA1D","JFL",2043,0
"REGION1","REGION1","SEA1D","JFL",2044,0
"REGION1","REGION1","SEA1D","JFL",2045,0
"REGION1","REGION1","SEA1D","JFL",2046,0
"REGION1","REGION1","SEA1D","JFL",2047,0
"REGION1","REGION1","SEA1D","JFL",2048,0
"REGION1","REGION1","SEA1D","JFL",2049,0
"REGION1","REGION1","SEA1D","JFL",2050,0
"REGION1","REGION1","SEA1D","TRABIO",2020,0
"REGION1","REGION1","SEA1D","TRABIO",2021,0
"REGION1","REGION1","SEA1D","TRABIO",2022,0
"REGION1","REGION1","SEA1D","TRABIO",2023,0
"REGION1","REGION1","SEA1D","TRABIO",2024,0
"REGION1","REGION1","SEA1D","TRABIO",2025,0
"REGION1","REGION1","SEA1D","TRABIO",2026,0
"REGION1","REGION1","SEA1D","TRABIO",2027,0
"REGION1","REGION1","SEA1D","TRABIO",2028,0
"REGION1","REGION1","SEA1D","TRABIO",2029,0
"REGION1","REGION1","SEA1D","TRABIO",2030,0
"REGION1","REGION1","SEA1D","TRABIO",2031,0
"REGION1","REGION1","SEA1D","TRABIO",2032,0
"REGION1","REGION1","SEA1D","TRABIO",2033,0
"REGION1","REGION1","SEA1D","TRABIO",2034,0
"REGION1","REGION1","SEA1D","TRABIO",2035,0
"REGION1","REGION1","SEA1D","TRABIO",2036,0
"REGION1","REGION1","SEA1D","TRABIO",2037,0
"REGION1","REGION1","SEA1D","TRABIO",2038,0
"REGION1","REGION1","SEA1D","TRABIO",2039,0
"REGION1","REGION1","SEA1D","TRABIO",2040,0
"REGION1","REGION1","SEA1D","TRABIO",2041,0
"REGION1","REGION1","SEA1D","TRABIO",2042,0
"REGION1","REGION1","SEA1D","TRABIO",2043,0
"REGION1","REGION1","SEA1D","TRABIO",2044,0
"REGION1","REGION1","SEA1D","TRABIO",2045,0
"REGION1","REGION1","SEA1D","TRABIO",2046,0
"REGION1","REGION1","SEA1D","TRABIO",2047,0
"REGION1","REGION1","SEA1D","TRABIO",2048,0
"REGION1","REGION1","SEA1D","TRABIO",2049,0
"REGION1","REGION1","SEA1D","TRABIO",2050,0
"REGION1","REGION1","SEA1D","TRANGS",2020,0
"REGION1","REGION1","SEA1D","TRANGS",2021,0
"REGION1","REGION1","SEA1D","TRANGS",2022,0
"REGION1","REGION1","SEA1D","TRANGS",2023,0
"REGION1","REGION1","SEA1D","TRANGS",2024,0
"REGION1","REGION1","SEA1D","TRANGS",2025,0
"REGION1","REGION1","SEA1D","TRANGS",2026,0
"REGION1","REGION1","SEA1D","TRANGS",2027,0
"REGION1","REGION1","SEA1D","TRANGS",2028,0
"REGION1","REGION1","SEA1D","TRANGS",2029,0
"REGION1","REGION1","SEA1D","TRANGS",2030,0
"REGION1","REGION1","SEA1D","TRANGS",2031,0
"REGION1","REGION1","SEA1D","TRANGS",2032,0
"REGION1","REGION1","SEA1D","TRANGS",2033,0
"REGION1","REGION1","SEA1D","TRANGS",2034,0
"REGION1","REGION1","SEA1D","TRANGS",2035,0
"REGION1","REGION1","SEA1D","TRANGS",2036,0
"REGION1","REGION1","SEA1D","TRANGS",2037,0
"REGION1","REGION1","SEA1D","TRANGS",2038,0
"REGION1","REGION1","SEA1D","TRANGS",2039,0
"REGION1","REGION1","SEA1D","TRANGS",2040,0
"REGION1","REGION1","SEA1D","TRANGS",2041,0
"REGION1","REGION1","SEA1D","TRANGS",2042,0
"REGION1","REGION1","SEA1D","TRANGS",2043,0
"REGION1","REGION1","SEA1D","TRANGS",2044,0
"REGION1","REGION1","SEA1D","TRANGS",2045,0
"REGION1","REGION1","SEA1D","TRANGS",2046,0
"REGION1","REGION1","SEA1D","TRANGS",2047,0
"REGION1","REGION1","SEA1D","TRANGS",2048,0
"REGION1","REGION1","SEA1D","TRANGS",2049,0
"REGION1","REGION1","SEA1D","TRANGS",2050,0
"REGION1","REGION1","SEA1D","TRALPG",2020,0
"REGION1","REGION1","SEA1D","TRALPG",2021,0
"REGION1","REGION1","SEA1D","TRALPG",2022,0
"REGION1","REGION1","SEA1D","TRALPG",2023,0
"REGION1","REGION1","SEA1D","TRALPG",2024,0
"REGION1","REGION1","SEA1D","TRALPG",2025,0
"REGION1","REGION1","SEA1D","TRALPG",2026,0
"REGION1","REGION1","SEA1D","TRALPG",2027,0
"REGION1","REGION1","SEA1D","TRALPG",2028,0
"REGION1","REGION1","SEA1D","TRALPG",2029,0
"REGION1","REGION1","SEA1D","TRALPG",2030,0
"REGION1","REGION1","SEA1D","TRALPG",2031,0
"REGION1","REGION1","SEA1D","TRALPG",2032,0
"REGION1","REGION1","SEA1D","TRALPG",2033,0
"REGION1","REGION1","SEA1D","TRALPG",2034,0
"REGION1","REGION1","SEA1D","TRALPG",2035,0
"REGION1","REGION1","SEA1D","TRALPG",2036,0
"REGION1","REGION1","SEA1D","TRALPG",2037,0
"REGION1","REGION1","SEA1D","TRALPG",2038,0
"REGION1","REGION1","SEA1D","TRALPG",2039,0
"REGION1","REGION1","SEA1D","TRALPG",2040,0
"REGION1","REGION1","SEA1D","TRALPG",2041,0
"REGION1","REGION1","SEA1D","TRALPG",2042,0
"REGION1","REGION1","SEA1D","TRALPG",2043,0
"REGION1","REGION1","SEA1D","TRALPG",2044,0
"REGION1","REGION1","SEA1D","TRALPG",2045,0
"REGION1","REGION1","SEA1D","TRALPG",2046,0
"REGION1","REGION1","SEA1D","TRALPG",2047,0
"REGION1","REGION1","SEA1D","TRALPG",2048,0
"REGION1","REGION1","SEA1D","TRALPG",2049,0
"REGION1","REGION1","SEA1D","TRALPG",2050,0
"REGION1","REGION1","SEA1D","LPG",2020,0
"REGION1","REGION1","SEA1D","LPG",2021,0
"REGION1","REGION1","SEA1D","LPG",2022,0
"REGION1","REGION1","SEA1D","LPG",2023,0
"REGION1","REGION1","SEA1D","LPG",2024,0
"REGION1","REGION1","SEA1D","LPG",2025,0
"REGION1","REGION1","SEA1D","LPG",2026,0
"REGION1","REGION1","SEA1D","LPG",2027,0
"REGION1","REGION1","SEA1D","LPG",2028,0
"REGION1","REGION1","SEA1D","LPG",2029,0
"REGION1","REGION1","SEA1D","LPG",2030,0
"REGION1","REGION1","SEA1D","LPG",2031,0
"REGION1","REGION1","SEA1D","LPG",2032,0
"REGION1","REGION1","SEA1D","LPG",2033,0
"REGION1","REGION1","SEA1D","LPG",2034,0
"REGION1","REGION1","SEA1D","LPG",2035,0
"REGION1","REGION1","SEA1D","LPG",2036,0
"REGION1","REGION1","SEA1D","LPG",2037,0
"REGION1","REGION1","SEA1D","LPG",2038,0
"REGION1","REGION1","SEA1D","LPG",2039,0
"REGION1","REGION1","SEA1D","LPG",2040,0
"REGION1","REGION1","SEA1D","LPG",2041,0
"REGION1","REGION1","SEA1D","LPG",2042,0
"REGION1","REGION1","SEA1D","LPG",2043,0
"REGION1","REGION1","SEA1D","LPG",2044,0
"REGION1","REGION1","SEA1D","LPG",2045,0
"REGION1","REGION1","SEA1D","LPG",2046,0
"REGION1","REGION1","SEA1D","LPG",2047,0
"REGION1","REGION1","SEA1D","LPG",2048,0
"REGION1","REGION1","SEA1D","LPG",2049,0
"REGION1","REGION1","SEA1D","LPG",2050,0
"REGION1","REGION1","SEA1D","TRAELCB02",2020,0
"REGION1","REGION1","SEA1D","TRAELCB02",2021,0
"REGION1","REGION1","SEA1D","TRAELCB02",2022,0
"REGION1","REGION1","SEA1D","TRAELCB02",2023,0
"REGION1","REGION1","SEA1D","TRAELCB02",2024,0
"REGION1","REGION1","SEA1D","TRAELCB02",2025,0
"REGION1","REGION1","SEA1D","TRAELCB02",2026,0
"REGION1","REGION1","SEA1D","TRAELCB02",2027,0
"REGION1","REGION1","SEA1D","TRAELCB02",2028,0
"REGION1","REGION1","SEA1D","TRAELCB02",2029,0
"REGION1","REGION1","SEA1D","TRAELCB02",2030,0
"REGION1","REGION1","SEA1D","TRAELCB02",2031,0
"REGION1","REGION1","SEA1D","TRAELCB02",2032,0
"REGION1","REGION1","SEA1D","TRAELCB02",2033,0
"REGION1","REGION1","SEA1D","TRAELCB02",2034,0
"REGION1","REGION1","SEA1D","TRAELCB02",2035,0
"REGION1","REGION1","SEA1D","TRAELCB02",2036,0
"REGION1","REGION1","SEA1D","TRAELCB02",2037,0
"REGION1","REGION1","SEA1D","TRAELCB02",2038,0
"REGION1","REGION1","SEA1D","TRAELCB02",2039,0
"REGION1","REGION1","SEA1D","TRAELCB02",2040,0
"REGION1","REGION1","SEA1D","TRAELCB02",2041,0
"REGION1","REGION1","SEA1D","TRAELCB02",2042,0
"REGION1","REGION1","SEA1D","TRAELCB02",2043,0
"REGION1","REGION1","SEA1D","TRAELCB02",2044,0
"REGION1","REGION1","SEA1D","TRAELCB02",2045,0
"REGION1","REGION1","SEA1D","TRAELCB02",2046,0
"REGION1","REGION1","SEA1D","TRAELCB02",2047,0
"REGION1","REGION1","SEA1D","TRAELCB02",2048,0
"REGION1","REGION1","SEA1D","TRAELCB02",2049,0
"REGION1","REGION1","SEA1D","TRAELCB02",2050,0
"REGION1","REGION1","SEA1D","PWRNGS",2020,0
"REGION1","REGION1","SEA1D","PWRNGS",2021,0
"REGION1","REGION1","SEA1D","PWRNGS",2022,0
"REGION1","REGION1","SEA1D","PWRNGS",2023,0
"REGION1","REGION1","SEA1D","PWRNGS",2024,0
"REGION1","REGION1","SEA1D","PWRNGS",2025,0
"REGION1","REGION1","SEA1D","PWRNGS",2026,0
"REGION1","REGION1","SEA1D","PWRNGS",2027,0
"REGION1","REGION1","SEA1D","PWRNGS",2028,0
"REGION1","REGION1","SEA1D","PWRNGS",2029,0
"REGION1","REGION1","SEA1D","PWRNGS",2030,0
"REGION1","REGION1","SEA1D","PWRNGS",2031,0
"REGION1","REGION1","SEA1D","PWRNGS",2032,0
