r,t,y,AnnualVariableOperatingCost
"REGION1","RNWHYD",2023,0.24093301948848
"REGION1","RNWHYD",2024,0.24093301948848
"REGION1","RNWHYD",2025,0.25381153348848
"REGION1","RNWHYD",2026,0.25381153348848
"REGION1","RNWHYD",2027,0.25381153348848
"REGION1","RNWHYD",2028,0.25381153348848
"REGION1","RNWHYD",2029,0.25381153348848
"REGION1","RNWHYD",2030,0.25381153348848
"REGION1","RNWHYD",2031,0.25381153348848
"REGION1","RNWHYD",2032,0.25381153348848
"REGION1","RNWHYD",2033,0.25381153348848
"REGION1","RNWHYD",2034,0.25381153348848
"REGION1","RNWHYD",2035,0.25381153348848
"REGION1","RNWHYD",2036,0.25381153348848
"REGION1","RNWHYD",2037,0.25381153348848
"REGION1","RNWHYD",2038,0.25381153348848
"REGION1","RNWHYD",2039,0.25381153348848
"REGION1","RNWHYD",2040,0.25381153348848
"REGION1","RNWHYD",2041,0.25381153348848
"REGION1","RNWHYD",2042,0.25381153348848
"REGION1","RNWHYD",2043,0.25381153348848
"REGION1","RNWHYD",2044,0.25381153348848
"REGION1","RNWHYD",2045,0.25381153348848
"REGION1","RNWHYD",2046,0.25381153348848
"REGION1","RNWHYD",2047,0.25381153348848
"REGION1","RNWHYD",2048,0.25381153348848
"REGION1","RNWHYD",2049,0.25381153348848
"REGION1","RNWHYD",2050,0.25381153348848
"REGION1","RNWBIO",2020,0.19647
"REGION1","RNWBIO",2021,0.19709
"REGION1","RNWBIO",2022,0.19746
"REGION1","RNWBIO",2023,0.19814
"REGION1","RNWBIO",2024,0.21174463692
"REGION1","RNWBIO",2025,0.19857
"REGION1","RNWBIO",2026,0.19848
"REGION1","RNWBIO",2027,0.1985
"REGION1","RNWBIO",2028,0.19845
"REGION1","RNWBIO",2029,0.1979
"REGION1","RNWBIO",2030,0.19713
"REGION1","RNWBIO",2031,0.19614
"REGION1","RNWBIO",2032,0.19501
"REGION1","RNWBIO",2033,0.19365
"REGION1","RNWBIO",2034,0.19204
"REGION1","RNWBIO",2035,0.19061
"REGION1","RNWBIO",2036,0.1891
"REGION1","RNWBIO",2037,0.18757
"REGION1","RNWBIO",2038,0.18608
"REGION1","RNWBIO",2039,0.18463
"REGION1","RNWBIO",2040,0.18324
"REGION1","RNWBIO",2041,0.182527
"REGION1","RNWBIO",2042,0.181315
"REGION1","RNWBIO",2043,0.180101
"REGION1","RNWBIO",2044,0.178888
"REGION1","RNWBIO",2045,0.177675
"REGION1","RNWBIO",2046,0.176462
"REGION1","RNWBIO",2047,0.17525
"REGION1","RNWBIO",2048,0.174036
"REGION1","RNWBIO",2049,0.172825
"REGION1","RNWBIO",2050,0.17161
"REGION1","RNWSOL",2020,1.5681843648e-05
"REGION1","RNWSOL",2021,1.5681843648e-05
"REGION1","RNWSOL",2022,1.5681843648e-05
"REGION1","RNWSOL",2023,1.5681843648e-05
"REGION1","RNWSOL",2024,1.5681843648e-05
"REGION1","RNWSOL",2025,1.5681843648e-05
"REGION1","RNWSOL",2026,1.5681843648e-05
"REGION1","RNWSOL",2027,1.5681843648e-05
"REGION1","RNWSOL",2028,1.5681843648e-05
"REGION1","RNWSOL",2029,1.5681843648e-05
"REGION1","RNWSOL",2030,1.5681843648e-05
"REGION1","RNWSOL",2031,1.5681843648e-05
"REGION1","RNWSOL",2032,1.5681843648e-05
"REGION1","RNWSOL",2033,1.5681843648e-05
"REGION1","RNWSOL",2034,1.5681843648e-05
"REGION1","RNWSOL",2035,1.5681843648e-05
"REGION1","RNWSOL",2036,1.5681843648e-05
"REGION1","RNWSOL",2037,1.5681843648e-05
"REGION1","RNWSOL",2038,1.5681843648e-05
"REGION1","RNWSOL",2039,1.5681843648e-05
"REGION1","RNWSOL",2040,1.5681843648e-05
"REGION1","RNWSOL",2041,0
"REGION1","RNWSOL",2042,0
"REGION1","RNWSOL",2043,0
"REGION1","RNWSOL",2044,0
"REGION1","RNWSOL",2045,0
"REGION1","RNWSOL",2046,0
"REGION1","RNWSOL",2047,0
"REGION1","RNWSOL",2048,0
"REGION1","RNWSOL",2049,0
"REGION1","RNWSOL",2050,0
"REGION1","RNWGEO",2020,0
"REGION1","RNWGEO",2021,0
"REGION1","RNWGEO",2022,0
"REGION1","RNWGEO",2023,0
"REGION1","RNWGEO",2024,0
"REGION1","RNWGEO",2025,0
"REGION1","RNWGEO",2026,0
"REGION1","RNWGEO",2027,0
"REGION1","RNWGEO",2028,0
"REGION1","RNWGEO",2029,0
"REGION1","RNWGEO",2030,0
"REGION1","RNWGEO",2031,0
"REGION1","RNWGEO",2032,0
"REGION1","RNWGEO",2033,0
"REGION1","RNWGEO",2034,0
"REGION1","RNWGEO",2035,0
"REGION1","RNWGEO",2036,0
"REGION1","RNWGEO",2037,0
"REGION1","RNWGEO",2038,0
"REGION1","RNWGEO",2039,0
"REGION1","RNWGEO",2040,0
"REGION1","RNWGEO",2041,0
"REGION1","RNWGEO",2042,0
"REGION1","RNWGEO",2043,0
"REGION1","RNWGEO",2044,0
"REGION1","RNWGEO",2045,0
"REGION1","RNWGEO",2046,0
"REGION1","RNWGEO",2047,0
"REGION1","RNWGEO",2048,0
"REGION1","RNWGEO",2049,0
"REGION1","RNWGEO",2050,0
"REGION1","EXPCRU",2020,0
"REGION1","EXPCRU",2021,0
"REGION1","EXPCRU",2022,0
"REGION1","EXPCRU",2023,0
"REGION1","EXPCRU",2024,0
"REGION1","EXPCRU",2025,0
"REGION1","EXPCRU",2026,0
"REGION1","EXPCRU",2027,0
"REGION1","EXPCRU",2028,0
"REGION1","EXPCRU",2029,0
"REGION1","EXPCRU",2030,0
"REGION1","EXPCRU",2031,0
"REGION1","EXPCRU",2032,0
"REGION1","EXPCRU",2033,0
"REGION1","EXPCRU",2034,0
"REGION1","EXPCRU",2035,0
"REGION1","EXPCRU",2036,0
"REGION1","EXPCRU",2037,0
"REGION1","EXPCRU",2038,0
"REGION1","EXPCRU",2039,0
"REGION1","EXPCRU",2040,0
"REGION1","EXPCRU",2041,0
"REGION1","EXPCRU",2042,0
"REGION1","EXPCRU",2043,0
"REGION1","EXPCRU",2044,0
"REGION1","EXPCRU",2045,0
"REGION1","EXPCRU",2046,0
"REGION1","EXPCRU",2047,0
"REGION1","EXPCRU",2048,0
"REGION1","EXPCRU",2049,0
"REGION1","EXPCRU",2050,0
"REGION1","EXPNGS",2020,0
"REGION1","EXPNGS",2021,0
"REGION1","EXPNGS",2022,0
"REGION1","EXPNGS",2023,0
"REGION1","EXPNGS",2024,0
"REGION1","EXPNGS",2025,0
"REGION1","EXPNGS",2026,0
"REGION1","EXPNGS",2027,0
"REGION1","EXPNGS",2028,0
"REGION1","EXPNGS",2029,0
"REGION1","EXPNGS",2030,0
"REGION1","EXPNGS",2031,0
"REGION1","EXPNGS",2032,0
"REGION1","EXPNGS",2033,0
"REGION1","EXPNGS",2034,0
"REGION1","EXPNGS",2035,0
"REGION1","EXPNGS",2036,0
"REGION1","EXPNGS",2037,0
"REGION1","EXPNGS",2038,0
"REGION1","EXPNGS",2039,0
"REGION1","EXPNGS",2040,0
"REGION1","EXPNGS",2041,0
"REGION1","EXPNGS",2042,0
"REGION1","EXPNGS",2043,0
"REGION1","EXPNGS",2044,0
"REGION1","EXPNGS",2045,0
"REGION1","EXPNGS",2046,0
"REGION1","EXPNGS",2047,0
"REGION1","EXPNGS",2048,0
"REGION1","EXPNGS",2049,0
"REGION1","EXPNGS",2050,0
"REGION1","EXPCOA",2020,0
"REGION1","EXPCOA",2021,0
"REGION1","EXPCOA",2022,0
"REGION1","EXPCOA",2023,0
"REGION1","EXPCOA",2024,0
"REGION1","EXPCOA",2025,0
"REGION1","EXPCOA",2026,0
"REGION1","EXPCOA",2027,0
"REGION1","EXPCOA",2028,0
"REGION1","EXPCOA",2029,0
"REGION1","EXPCOA",2030,0
"REGION1","EXPCOA",2031,0
"REGION1","EXPCOA",2032,0
"REGION1","EXPCOA",2033,0
"REGION1","EXPCOA",2034,0
"REGION1","EXPCOA",2035,0
"REGION1","EXPCOA",2036,0
"REGION1","EXPCOA",2037,0
"REGION1","EXPCOA",2038,0
"REGION1","EXPCOA",2039,0
"REGION1","EXPCOA",2040,0
"REGION1","EXPCOA",2041,0
"REGION1","EXPCOA",2042,0
"REGION1","EXPCOA",2043,0
"REGION1","EXPCOA",2044,0
"REGION1","EXPCOA",2045,0
"REGION1","EXPCOA",2046,0
"REGION1","EXPCOA",2047,0
"REGION1","EXPCOA",2048,0
"REGION1","EXPCOA",2049,0
"REGION1","EXPCOA",2050,0
"REGION1","EXPBIO",2020,0
"REGION1","EXPBIO",2021,0
"REGION1","EXPBIO",2022,0
"REGION1","EXPBIO",2023,0
"REGION1","EXPBIO",2024,0
"REGION1","EXPBIO",2025,0
"REGION1","EXPBIO",2026,0
"REGION1","EXPBIO",2027,0
"REGION1","EXPBIO",2028,0
"REGION1","EXPBIO",2029,0
"REGION1","EXPBIO",2030,0
"REGION1","EXPBIO",2031,0
"REGION1","EXPBIO",2032,0
"REGION1","EXPBIO",2033,0
"REGION1","EXPBIO",2034,0
"REGION1","EXPBIO",2035,0
"REGION1","EXPBIO",2036,0
"REGION1","EXPBIO",2037,0
"REGION1","EXPBIO",2038,0
"REGION1","EXPBIO",2039,0
"REGION1","EXPBIO",2040,0
"REGION1","EXPBIO",2041,0
"REGION1","EXPBIO",2042,0
"REGION1","EXPBIO",2043,0
"REGION1","EXPBIO",2044,0
"REGION1","EXPBIO",2045,0
"REGION1","EXPBIO",2046,0
"REGION1","EXPBIO",2047,0
"REGION1","EXPBIO",2048,0
"REGION1","EXPBIO",2049,0
"REGION1","EXPBIO",2050,0
"REGION1","DEMAGRGWTBC1",2020,0
"REGION1","DEMAGRGWTBC1",2021,0
"REGION1","DEMAGRGWTBC1",2022,0
"REGION1","DEMAGRGWTBC1",2023,0
"REGION1","DEMAGRGWTBC1",2024,0
"REGION1","DEMAGRGWTBC1",2025,0
"REGION1","DEMAGRGWTBC1",2026,0
"REGION1","DEMAGRGWTBC1",2027,0
"REGION1","DEMAGRGWTBC1",2028,0
"REGION1","DEMAGRGWTBC1",2029,0
"REGION1","DEMAGRGWTBC1",2030,0
"REGION1","DEMAGRGWTBC1",2031,0
"REGION1","DEMAGRGWTBC1",2032,0
"REGION1","DEMAGRGWTBC1",2033,0
"REGION1","DEMAGRGWTBC1",2034,0
"REGION1","DEMAGRGWTBC1",2035,0
"REGION1","DEMAGRGWTBC1",2036,0
"REGION1","DEMAGRGWTBC1",2037,0
"REGION1","DEMAGRGWTBC1",2038,0
"REGION1","DEMAGRGWTBC1",2039,0
"REGION1","DEMAGRGWTBC1",2040,0
"REGION1","DEMAGRGWTBC1",2041,0
"REGION1","DEMAGRGWTBC1",2042,0
"REGION1","DEMAGRGWTBC1",2043,0
"REGION1","DEMAGRGWTBC1",2044,0
"REGION1","DEMAGRGWTBC1",2045,0
"REGION1","DEMAGRGWTBC1",2046,0
"REGION1","DEMAGRGWTBC1",2047,0
"REGION1","DEMAGRGWTBC1",2048,0
"REGION1","DEMAGRGWTBC1",2049,0
"REGION1","DEMAGRGWTBC1",2050,0
"REGION1","DEMAGRSURBC1",2020,0.000407464276290205
"REGION1","DEMAGRSURBC1",2021,0.000475698527264912
"REGION1","DEMAGRSURBC1",2022,0.000501614616667071
"REGION1","DEMAGRSURBC1",2023,0.000529398863385223
"REGION1","DEMAGRSURBC1",2024,0.000559872534514631
"REGION1","DEMAGRSURBC1",2025,0.000585233207012335
"REGION1","DEMAGRSURBC1",2026,0.000618616345599483
"REGION1","DEMAGRSURBC1",2027,0.000651632441790383
"REGION1","DEMAGRSURBC1",2028,0.0016383246903645
"REGION1","DEMAGRSURBC1",2029,0.0016700338223776
"REGION1","DEMAGRSURBC1",2030,0.00170628895787635
"REGION1","DEMAGRSURBC1",2031,0.00174187825180011
"REGION1","DEMAGRSURBC1",2032,0.00176860751497762
"REGION1","DEMAGRSURBC1",2033,0.00180241043745278
"REGION1","DEMAGRSURBC1",2034,0.00183538620892363
"REGION1","DEMAGRSURBC1",2035,0.00186923888809641
"REGION1","DEMAGRSURBC1",2036,0.00187966192622472
"REGION1","DEMAGRSURBC1",2037,0.00188927399166763
"REGION1","DEMAGRSURBC1",2038,0.00189711494988754
"REGION1","DEMAGRSURBC1",2039,0.00190418000634996
"REGION1","DEMAGRSURBC1",2040,0.00191144274351724
"REGION1","DEMAGRSURBC1",2041,0.0019206176198658
"REGION1","DEMAGRSURBC1",2042,0.00192860556718006
"REGION1","DEMAGRSURBC1",2043,0.00193787071057152
"REGION1","DEMAGRSURBC1",2044,0.00194589572844055
"REGION1","DEMAGRSURBC1",2045,0.00195460005002382
"REGION1","DEMAGRSURBC1",2046,0.00196256237576509
"REGION1","DEMAGRSURBC1",2047,0.00197070102999776
"REGION1","DEMAGRSURBC1",2048,0.00197940535158102
"REGION1","DEMAGRSURBC1",2049,0.0019883293507366
"REGION1","DEMAGRSURBC1",2050,0.0019964060391573
"REGION1","DEMPUBGWTBC1",2020,0
"REGION1","DEMPUBGWTBC1",2021,0
"REGION1","DEMPUBGWTBC1",2022,0
"REGION1","DEMPUBGWTBC1",2023,0
"REGION1","DEMPUBGWTBC1",2024,0
"REGION1","DEMPUBGWTBC1",2025,0
"REGION1","DEMPUBGWTBC1",2026,0
"REGION1","DEMPUBGWTBC1",2027,0
"REGION1","DEMPUBGWTBC1",2028,0
"REGION1","DEMPUBGWTBC1",2029,0
"REGION1","DEMPUBGWTBC1",2030,0
"REGION1","DEMPUBGWTBC1",2031,0
"REGION1","DEMPUBGWTBC1",2032,0
"REGION1","DEMPUBGWTBC1",2033,0
"REGION1","DEMPUBGWTBC1",2034,0
"REGION1","DEMPUBGWTBC1",2035,0
"REGION1","DEMPUBGWTBC1",2036,0
"REGION1","DEMPUBGWTBC1",2037,0
"REGION1","DEMPUBGWTBC1",2038,0
"REGION1","DEMPUBGWTBC1",2039,0
"REGION1","DEMPUBGWTBC1",2040,0
"REGION1","DEMPUBGWTBC1",2041,0
"REGION1","DEMPUBGWTBC1",2042,0
"REGION1","DEMPUBGWTBC1",2043,0
"REGION1","DEMPUBGWTBC1",2044,0
"REGION1","DEMPUBGWTBC1",2045,0
"REGION1","DEMPUBGWTBC1",2046,0
"REGION1","DEMPUBGWTBC1",2047,0
"REGION1","DEMPUBGWTBC1",2048,0
"REGION1","DEMPUBGWTBC1",2049,0
"REGION1","DEMPUBGWTBC1",2050,0
"REGION1","DEMPUBSURBC1",2020,0.00085
"REGION1","DEMPUBSURBC1",2021,0.00086
"REGION1","DEMPUBSURBC1",2022,0.00086
"REGION1","DEMPUBSURBC1",2023,0.00087
"REGION1","DEMPUBSURBC1",2024,0.00088
"REGION1","DEMPUBSURBC1",2025,0.00089
"REGION1","DEMPUBSURBC1",2026,0.0009
"REGION1","DEMPUBSURBC1",2027,0.00091
"REGION1","DEMPUBSURBC1",2028,0.00092
"REGION1","DEMPUBSURBC1",2029,0.00093
"REGION1","DEMPUBSURBC1",2030,0.00094
"REGION1","DEMPUBSURBC1",2031,0.00095
"REGION1","DEMPUBSURBC1",2032,0.00096
"REGION1","DEMPUBSURBC1",2033,0.00098
"REGION1","DEMPUBSURBC1",2034,0.00099
"REGION1","DEMPUBSURBC1",2035,0.001
"REGION1","DEMPUBSURBC1",2036,0.00101
"REGION1","DEMPUBSURBC1",2037,0.00102
"REGION1","DEMPUBSURBC1",2038,0.00103
"REGION1","DEMPUBSURBC1",2039,0.00104
"REGION1","DEMPUBSURBC1",2040,0.00105
"REGION1","DEMPUBSURBC1",2041,0.00106
"REGION1","DEMPUBSURBC1",2042,0.00108
"REGION1","DEMPUBSURBC1",2043,0.00109
"REGION1","DEMPUBSURBC1",2044,0.0011
"REGION1","DEMPUBSURBC1",2045,0.00111
"REGION1","DEMPUBSURBC1",2046,0.00112
"REGION1","DEMPUBSURBC1",2047,0.00114
"REGION1","DEMPUBSURBC1",2048,0.00115
"REGION1","DEMPUBSURBC1",2049,0.00116
"REGION1","DEMPUBSURBC1",2050,0.00117
"REGION1","MINPRCBC1",2020,0.678491884156629
"REGION1","MINPRCBC1",2021,0.686200208361944
"REGION1","MINPRCBC1",2022,0.68603750135624
"REGION1","MINPRCBC1",2023,0.686457142147233
"REGION1","MINPRCBC1",2024,0.686802304108318
"REGION1","MINPRCBC1",2025,0.686846193451695
"REGION1","MINPRCBC1",2026,0.687181586896397
"REGION1","MINPRCBC1",2027,0.687326130754308
"REGION1","MINPRCBC1",2028,0.667318316990288
"REGION1","MINPRCBC1",2029,0.667628185781118
"REGION1","MINPRCBC1",2030,0.667855075537266
"REGION1","MINPRCBC1",2031,0.668269824907165
"REGION1","MINPRCBC1",2032,0.668255173900006
"REGION1","MINPRCBC1",2033,0.668552497393517
"REGION1","MINPRCBC1",2034,0.668707231490115
"REGION1","MINPRCBC1",2035,0.668985996635467
"REGION1","MINPRCBC1",2036,0.669488819381375
"REGION1","MINPRCBC1",2037,0.669914233656827
"REGION1","MINPRCBC1",2038,0.670226280571919
"REGION1","MINPRCBC1",2039,0.67041418557731
"REGION1","MINPRCBC1",2040,0.670649849545032
"REGION1","MINPRCBC1",2041,0.671018402003983
"REGION1","MINPRCBC1",2042,0.671352671051364
"REGION1","MINPRCBC1",2043,0.671714097455168
"REGION1","MINPRCBC1",2044,0.672029813843943
"REGION1","MINPRCBC1",2045,0.672357796119394
"REGION1","MINPRCBC1",2046,0.672679023425511
"REGION1","MINPRCBC1",2047,0.673004075723377
"REGION1","MINPRCBC1",2048,0.673333856998828
"REGION1","MINPRCBC1",2049,0.673653985141988
"REGION1","MINPRCBC1",2050,0.673982889580882
"REGION1","MINLNDBC1",2020,0.925
"REGION1","MINLNDBC1",2021,0.925
"REGION1","MINLNDBC1",2022,0.925
"REGION1","MINLNDBC1",2023,0.925
"REGION1","MINLNDBC1",2024,0.925
"REGION1","MINLNDBC1",2025,0.925
"REGION1","MINLNDBC1",2026,0.925
"REGION1","MINLNDBC1",2027,0.925
"REGION1","MINLNDBC1",2028,0.925
"REGION1","MINLNDBC1",2029,0.925
"REGION1","MINLNDBC1",2030,0.925
"REGION1","MINLNDBC1",2031,0.925
"REGION1","MINLNDBC1",2032,0.925
"REGION1","MINLNDBC1",2033,0.925
"REGION1","MINLNDBC1",2034,0.925
"REGION1","MINLNDBC1",2035,0.925
"REGION1","MINLNDBC1",2036,0.925
"REGION1","MINLNDBC1",2037,0.925
"REGION1","MINLNDBC1",2038,0.925
"REGION1","MINLNDBC1",2039,0.925
"REGION1","MINLNDBC1",2040,0.925
"REGION1","MINLNDBC1",2041,0.925
"REGION1","MINLNDBC1",2042,0.925
"REGION1","MINLNDBC1",2043,0.925
"REGION1","MINLNDBC1",2044,0.925
"REGION1","MINLNDBC1",2045,0.925
"REGION1","MINLNDBC1",2046,0.925
"REGION1","MINLNDBC1",2047,0.925
"REGION1","MINLNDBC1",2048,0.925
"REGION1","MINLNDBC1",2049,0.925
"REGION1","MINLNDBC1",2050,0.925
"REGION1","LNDALFHIBC1",2020,0.0005148
"REGION1","LNDALFHIBC1",2021,0.0004804767
"REGION1","LNDALFHIBC1",2022,0.00067722428153846
"REGION1","LNDALFHIBC1",2023,0.000881670643846153
"REGION1","LNDALFHIBC1",2024,0.00108611700615384
"REGION1","LNDALFHIBC1",2025,0.0012828645876923
"REGION1","LNDALFHIBC1",2026,0.00148732008846154
"REGION1","LNDALFHIBC1",2027,0.00169176645076923
"REGION1","LNDALFHIBC1",2028,0.00980734994846154
"REGION1","LNDALFHIBC1",2029,0.0100041040030769
"REGION1","LNDALFHIBC1",2030,0.0102085503653846
"REGION1","LNDALFHIBC1",2031,0.0104129902546153
"REGION1","LNDALFHIBC1",2032,0.0106097443092308
"REGION1","LNDALFHIBC1",2033,0.0108141906715385
"REGION1","LNDALFHIBC1",2034,0.0110186305607692
"REGION1","LNDALFHIBC1",2035,0.0112230769230769
"REGION1","LNDALFHIBC1",2036,0.0112307692307692
"REGION1","LNDALFHIBC1",2037,0.0112461538461538
"REGION1","LNDALFHIBC1",2038,0.0112615384615385
"REGION1","LNDALFHIBC1",2039,0.0112692307692308
"REGION1","LNDALFHIBC1",2040,0.0112846153846154
"REGION1","LNDALFHIBC1",2041,0.0113000000000001
"REGION1","LNDALFHIBC1",2042,0.0113153846153846
"REGION1","LNDALFHIBC1",2043,0.0113230769230769
"REGION1","LNDALFHIBC1",2044,0.0113384615384615
"REGION1","LNDALFHIBC1",2045,0.0113538461538462
"REGION1","LNDALFHIBC1",2046,0.0113615384615385
"REGION1","LNDALFHIBC1",2047,0.0113769230769231
"REGION1","LNDALFHIBC1",2048,0.0113923076923076
"REGION1","LNDALFHIBC1",2049,0.0114076923076923
"REGION1","LNDALFHIBC1",2050,0.0114153846153846
"REGION1","LNDALFIIBC1",2020,0.0001287
"REGION1","LNDALFIIBC1",2021,0.0001201167
"REGION1","LNDALFIIBC1",2022,0.0001115433
"REGION1","LNDALFIIBC1",2023,0.00010296
"REGION1","LNDALFIIBC1",2024,9.43767e-05
"REGION1","LNDALFIIBC1",2025,8.58033e-05
"REGION1","LNDALFIIBC1",2026,7.722e-05
"REGION1","LNDALFIIBC1",2027,6.86367e-05
"REGION1","LNDALFIIBC1",2028,6.00633e-05
"REGION1","LNDALFIIBC1",2029,5.148e-05
"REGION1","LNDALFIIBC1",2030,4.28967e-05
"REGION1","LNDALFIIBC1",2031,3.43233e-05
"REGION1","LNDALFIIBC1",2032,2.574e-05
"REGION1","LNDALFIIBC1",2033,1.71567e-05
"REGION1","LNDALFIIBC1",2034,8.5833e-06
"REGION1","LNDALFIIBC1",2035,0
"REGION1","LNDALFIIBC1",2036,0
"REGION1","LNDALFIIBC1",2037,0
"REGION1","LNDALFIIBC1",2038,0
"REGION1","LNDALFIIBC1",2039,0
"REGION1","LNDALFIIBC1",2040,0
"REGION1","LNDALFIIBC1",2041,0
"REGION1","LNDALFIIBC1",2042,0
"REGION1","LNDALFIIBC1",2043,0
"REGION1","LNDALFIIBC1",2044,0
"REGION1","LNDALFIIBC1",2045,0
"REGION1","LNDALFIIBC1",2046,0
"REGION1","LNDALFIIBC1",2047,0
"REGION1","LNDALFIIBC1",2048,0
"REGION1","LNDALFIIBC1",2049,0
"REGION1","LNDALFIIBC1",2050,0
"REGION1","LNDALFHRBC1",2020,0.0025506459
"REGION1","LNDALFHRBC1",2021,0.0023806035
"REGION1","LNDALFHRBC1",2022,0.0022105611
"REGION1","LNDALFHRBC1",2023,0.0020405187
"REGION1","LNDALFHRBC1",2024,0.0018704763
"REGION1","LNDALFHRBC1",2025,0.0017004339
"REGION1","LNDALFHRBC1",2026,0.0015303816
"REGION1","LNDALFHRBC1",2027,0.0013603392
"REGION1","LNDALFHRBC1",2028,0.0011902968
"REGION1","LNDALFHRBC1",2029,0.0010202544
"REGION1","LNDALFHRBC1",2030,0.000850212
"REGION1","LNDALFHRBC1",2031,0.0006801696
"REGION1","LNDALFHRBC1",2032,0.0005101272
"REGION1","LNDALFHRBC1",2033,0.0003400848
"REGION1","LNDALFHRBC1",2034,0.0001700424
"REGION1","LNDALFHRBC1",2035,0
"REGION1","LNDALFHRBC1",2036,0
"REGION1","LNDALFHRBC1",2037,0
"REGION1","LNDALFHRBC1",2038,0
"REGION1","LNDALFHRBC1",2039,0
"REGION1","LNDALFHRBC1",2040,0
"REGION1","LNDALFHRBC1",2041,0
"REGION1","LNDALFHRBC1",2042,0
"REGION1","LNDALFHRBC1",2043,0
"REGION1","LNDALFHRBC1",2044,0
"REGION1","LNDALFHRBC1",2045,0
"REGION1","LNDALFHRBC1",2046,0
"REGION1","LNDALFHRBC1",2047,0
"REGION1","LNDALFHRBC1",2048,0
"REGION1","LNDALFHRBC1",2049,0
"REGION1","LNDALFHRBC1",2050,0
"REGION1","LNDALFIRBC1",2020,0.000637659
"REGION1","LNDALFIRBC1",2021,0.0005951484
"REGION1","LNDALFIRBC1",2022,0.0005526378
"REGION1","LNDALFIRBC1",2023,0.0005101272
"REGION1","LNDALFIRBC1",2024,0.0004676166
"REGION1","LNDALFIRBC1",2025,0.000425106
"REGION1","LNDALFIRBC1",2026,0.0003825954
"REGION1","LNDALFIRBC1",2027,0.0003400848
"REGION1","LNDALFIRBC1",2028,0.0002975742
"REGION1","LNDALFIRBC1",2029,0.0002550636
"REGION1","LNDALFIRBC1",2030,0.000212553
"REGION1","LNDALFIRBC1",2031,0.0001700424
"REGION1","LNDALFIRBC1",2032,0.0001275318
"REGION1","LNDALFIRBC1",2033,8.50212e-05
"REGION1","LNDALFIRBC1",2034,4.25106e-05
"REGION1","LNDALFIRBC1",2035,0
"REGION1","LNDALFIRBC1",2036,0
"REGION1","LNDALFIRBC1",2037,0
"REGION1","LNDALFIRBC1",2038,0
"REGION1","LNDALFIRBC1",2039,0
"REGION1","LNDALFIRBC1",2040,0
"REGION1","LNDALFIRBC1",2041,0
"REGION1","LNDALFIRBC1",2042,0
"REGION1","LNDALFIRBC1",2043,0
"REGION1","LNDALFIRBC1",2044,0
"REGION1","LNDALFIRBC1",2045,0
"REGION1","LNDALFIRBC1",2046,0
"REGION1","LNDALFIRBC1",2047,0
"REGION1","LNDALFIRBC1",2048,0
"REGION1","LNDALFIRBC1",2049,0
"REGION1","LNDALFIRBC1",2050,0
"REGION1","LNDALFLRBC1",2020,0.0200725236808511
"REGION1","LNDALFLRBC1",2021,0.0218818865765958
"REGION1","LNDALFLRBC1",2022,0.0218818865765957
"REGION1","LNDALFLRBC1",2023,0.0218818865765957
"REGION1","LNDALFLRBC1",2024,0.0218818865765957
"REGION1","LNDALFLRBC1",2025,0.0218818865765957
"REGION1","LNDALFLRBC1",2026,0.0218818865765957
"REGION1","LNDALFLRBC1",2027,0.0218818865765957
"REGION1","LNDALFLRBC1",2028,0
"REGION1","LNDALFLRBC1",2029,0
"REGION1","LNDALFLRBC1",2030,0
"REGION1","LNDALFLRBC1",2031,0
"REGION1","LNDALFLRBC1",2032,0
"REGION1","LNDALFLRBC1",2033,0
"REGION1","LNDALFLRBC1",2034,0
"REGION1","LNDALFLRBC1",2035,0
"REGION1","LNDALFLRBC1",2036,0
"REGION1","LNDALFLRBC1",2037,0
"REGION1","LNDALFLRBC1",2038,0
"REGION1","LNDALFLRBC1",2039,0
"REGION1","LNDALFLRBC1",2040,0
"REGION1","LNDALFLRBC1",2041,0
"REGION1","LNDALFLRBC1",2042,0
"REGION1","LNDALFLRBC1",2043,0
"REGION1","LNDALFLRBC1",2044,0
"REGION1","LNDALFLRBC1",2045,0
"REGION1","LNDALFLRBC1",2046,0
"REGION1","LNDALFLRBC1",2047,0
"REGION1","LNDALFLRBC1",2048,0
"REGION1","LNDALFLRBC1",2049,0
"REGION1","LNDALFLRBC1",2050,0
"REGION1","LNDBARHIBC1",2020,0
"REGION1","LNDBARHIBC1",2021,0
"REGION1","LNDBARHIBC1",2022,0
"REGION1","LNDBARHIBC1",2023,0
"REGION1","LNDBARHIBC1",2024,0
"REGION1","LNDBARHIBC1",2025,0
"REGION1","LNDBARHIBC1",2026,0
"REGION1","LNDBARHIBC1",2027,0
"REGION1","LNDBARHIBC1",2028,8.514e-07
"REGION1","LNDBARHIBC1",2029,7.326e-07
"REGION1","LNDBARHIBC1",2030,6.138e-07
"REGION1","LNDBARHIBC1",2031,4.851e-07
"REGION1","LNDBARHIBC1",2032,3.663e-07
"REGION1","LNDBARHIBC1",2033,2.475e-07
"REGION1","LNDBARHIBC1",2034,1.188e-07
"REGION1","LNDBARHIBC1",2035,0
"REGION1","LNDBARHIBC1",2036,0
"REGION1","LNDBARHIBC1",2037,0
"REGION1","LNDBARHIBC1",2038,0
"REGION1","LNDBARHIBC1",2039,0
"REGION1","LNDBARHIBC1",2040,0
"REGION1","LNDBARHIBC1",2041,0
